portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0002525	gcat_trait	gcat_trait_level_of_triggering_receptor_expressed_on_myeloid_cells_2_in_blood_serum	level of triggering receptor expressed on myeloid cells 2 in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002526	gcat_trait	gcat_trait_level_of_tryptase_alphabeta1_in_blood_serum	level of tryptase alpha/beta-1 in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002527	gcat_trait	gcat_trait_level_of_tubulointerstitial_nephritis_antigenlike_in_blood_serum	level of tubulointerstitial nephritis antigen-like in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002528	gcat_trait	gcat_trait_level_of_tumor_necrosis_factor_receptor_superfamily_member_10C_in_blood_serum	level of tumor necrosis factor receptor superfamily member 10C in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002529	gcat_trait	gcat_trait_level_of_tumor_necrosis_factor_receptor_superfamily_member_1A_in_blood_serum	level of tumor necrosis factor receptor superfamily member 1A in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002530	gcat_trait	gcat_trait_level_of_tumor_necrosis_factor_receptor_superfamily_member_3_in_blood_serum	level of tumor necrosis factor receptor superfamily member 3 in blood serum	IMMUNOLOGICAL	measurement
PORTAL:0002531	gcat_trait	gcat_trait_limited_scleroderma	limited scleroderma	IMMUNOLOGICAL	phenotype
PORTAL:0002532	gcat_trait	gcat_trait_lipopolysaccharidebinding_protein_measurement	lipopolysaccharide-binding protein measurement	IMMUNOLOGICAL	measurement
PORTAL:0002533	gcat_trait	gcat_trait_low_affinity_immunoglobulin_epsilon_Fc_receptor_measurement	low affinity immunoglobulin epsilon Fc receptor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002534	gcat_trait	gcat_trait_low_affinity_immunoglobulin_gamma_Fc_region_receptor_IIIB_measurement	low affinity immunoglobulin gamma Fc region receptor III-B measurement	IMMUNOLOGICAL	measurement
PORTAL:0002535	gcat_trait	gcat_trait_low_affinity_immunoglobulin_gamma_Fc_region_receptor_IIa_measurement	low affinity immunoglobulin gamma Fc region receptor II-a measurement	IMMUNOLOGICAL	measurement
PORTAL:0002536	gcat_trait	gcat_trait_low_affinity_immunoglobulin_gamma_Fc_region_receptor_IIb_measurement	low affinity immunoglobulin gamma Fc region receptor II-b measurement	IMMUNOLOGICAL	measurement
PORTAL:0002537	gcat_trait	gcat_trait_lupus_nephritis	lupus nephritis	IMMUNOLOGICAL	phenotype
PORTAL:0002538	gcat_trait	gcat_trait_lymphocyte_activation_gene_3_protein_measurement	lymphocyte activation gene 3 protein measurement	IMMUNOLOGICAL	measurement
PORTAL:0002539	gcat_trait	gcat_trait_lymphocyte_count	lymphocyte count	IMMUNOLOGICAL	measurement
PORTAL:0002540	gcat_trait	gcat_trait_lymphocyte_measurement	lymphocyte measurement	IMMUNOLOGICAL	measurement
PORTAL:0002541	gcat_trait	gcat_trait_lymphocyte_percentage_of_leukocytes	lymphocyte percentage of leukocytes	IMMUNOLOGICAL	measurement
PORTAL:0002542	gcat_trait	gcat_trait_lymphotactin_measurement	lymphotactin measurement	IMMUNOLOGICAL	measurement
PORTAL:0002543	gcat_trait	gcat_trait_lymphotoxinalpha_measurement	lymphotoxin-alpha measurement	IMMUNOLOGICAL	measurement
PORTAL:0002544	gcat_trait	gcat_trait_macrophage_colony_stimulating_factor_measurement	macrophage colony stimulating factor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002545	gcat_trait	gcat_trait_macrophage_colonystimulating_factor_1_measurement	macrophage colony-stimulating factor 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002546	gcat_trait	gcat_trait_macrophage_colonystimulating_factor_1_receptor_measurement	macrophage colony-stimulating factor 1 receptor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002547	gcat_trait	gcat_trait_macrophage_inflammatory_protein_1a_measurement	macrophage inflammatory protein 1a measurement	IMMUNOLOGICAL	measurement
PORTAL:0002548	gcat_trait	gcat_trait_macrophage_inflammatory_protein_1b_measurement	macrophage inflammatory protein 1b measurement	IMMUNOLOGICAL	measurement
PORTAL:0002549	gcat_trait	gcat_trait_macrophage_mannose_receptor_1_measurement	macrophage mannose receptor 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002550	gcat_trait	gcat_trait_macrophage_migration_inhibitory_factor_measurement	macrophage migration inhibitory factor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002551	gcat_trait	gcat_trait_macrophage_scavenger_receptor_types_I_and_II_measurement	macrophage scavenger receptor types I and II measurement	IMMUNOLOGICAL	measurement
PORTAL:0002552	gcat_trait	gcat_trait_macrophagecapping_protein_measurement	macrophage-capping protein measurement	IMMUNOLOGICAL	measurement
PORTAL:0002553	gcat_trait	gcat_trait_mannanbinding_lectin_serine_protease_1_measurement	mannan-binding lectin serine protease 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002554	gcat_trait	gcat_trait_mannosebinding_protein_C_measurement	mannose-binding protein C measurement	IMMUNOLOGICAL	measurement
PORTAL:0002555	gcat_trait	gcat_trait_marginal_zone_B_and_B1cellspecific_protein_measurement	marginal zone B- and B1-cell-specific protein measurement	IMMUNOLOGICAL	measurement
PORTAL:0002556	gcat_trait	gcat_trait_monoclonal_gammopathy	monoclonal gammopathy	IMMUNOLOGICAL	phenotype
PORTAL:0002557	gcat_trait	gcat_trait_monocyte_measurement	monocyte measurement	IMMUNOLOGICAL	measurement
PORTAL:0002558	gcat_trait	gcat_trait_monokine_induced_by_gamma_interferon_measurement	monokine induced by gamma interferon measurement	IMMUNOLOGICAL	measurement
PORTAL:0002559	gcat_trait	gcat_trait_mosquito_bite_reaction_itch_intensity_measurement	mosquito bite reaction itch intensity measurement	IMMUNOLOGICAL	measurement
PORTAL:0002560	gcat_trait	gcat_trait_mosquito_bite_reaction_size_measurement	mosquito bite reaction size measurement	IMMUNOLOGICAL	measurement
PORTAL:0002561	gcat_trait	gcat_trait_mucocutaneous_lymph_node_syndrome	mucocutaneous lymph node syndrome	IMMUNOLOGICAL	disease
PORTAL:0002562	gcat_trait	gcat_trait_multiple_sclerosis	multiple sclerosis	IMMUNOLOGICAL	phenotype
PORTAL:0002563	gcat_trait	gcat_trait_multiple_sclerosis_symptom_measurement	multiple sclerosis symptom measurement	IMMUNOLOGICAL	measurement
PORTAL:0002564	gcat_trait	gcat_trait_myeloid_cell_surface_antigen_CD33_measurement	myeloid cell surface antigen CD33 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002565	gcat_trait	gcat_trait_myeloperoxidase_measurement	myeloperoxidase measurement	IMMUNOLOGICAL	measurement
PORTAL:0002566	gcat_trait	gcat_trait_myositis	myositis	IMMUNOLOGICAL	phenotype
PORTAL:0002567	gcat_trait	gcat_trait_natural_cytotoxicity_triggering_receptor_1_measurement	natural cytotoxicity triggering receptor 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002568	gcat_trait	gcat_trait_natural_cytotoxicity_triggering_receptor_3_measurement	natural cytotoxicity triggering receptor 3 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002569	gcat_trait	gcat_trait_natural_killer_cell_receptor_2B4_measurement	natural killer cell receptor 2B4 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002570	gcat_trait	gcat_trait_nectin2_measurement	nectin-2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002571	gcat_trait	gcat_trait_nectin4_measurement	nectin-4 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002572	gcat_trait	gcat_trait_neutrophil_percentage_of_granulocytes	neutrophil percentage of granulocytes	IMMUNOLOGICAL	measurement
PORTAL:0002573	gcat_trait	gcat_trait_neutrophil_percentage_of_leukocytes	neutrophil percentage of leukocytes	IMMUNOLOGICAL	measurement
PORTAL:0002574	gcat_trait	gcat_trait_neutrophiltolymphocyte_ratio	neutrophil-to-lymphocyte ratio	IMMUNOLOGICAL	measurement
PORTAL:0002575	gcat_trait	gcat_trait_oncostatinM_measurement	oncostatin-M measurement	IMMUNOLOGICAL	stratified
PORTAL:0002576	gcat_trait	gcat_trait_oncostatinMspecific_receptor_subunit_beta_measurement	oncostatin-M-specific receptor subunit beta measurement	IMMUNOLOGICAL	stratified
PORTAL:0002577	gcat_trait	gcat_trait_peanut_allergy_measurement	peanut allergy measurement	IMMUNOLOGICAL	measurement
PORTAL:0002578	gcat_trait	gcat_trait_pemphigus_vulgaris	pemphigus vulgaris	IMMUNOLOGICAL	phenotype
PORTAL:0002579	gcat_trait	gcat_trait_pentraxinrelated_protein_PTX3_measurement	pentraxin-related protein PTX3 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002580	gcat_trait	gcat_trait_peptidoglycan_recognition_protein_1_measurement	peptidoglycan recognition protein 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002581	gcat_trait	gcat_trait_plant_allergen_seropositivity	plant allergen seropositivity	IMMUNOLOGICAL	phenotype
PORTAL:0002582	gcat_trait	gcat_trait_polymeric_immunoglobulin_receptor_measurement	polymeric immunoglobulin receptor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002583	gcat_trait	gcat_trait_polymyositis	polymyositis	IMMUNOLOGICAL	phenotype
PORTAL:0002584	gcat_trait	gcat_trait_primary_biliary_cirrhosis	primary biliary cirrhosis	IMMUNOLOGICAL	phenotype
PORTAL:0002585	gcat_trait	gcat_trait_programmed_cell_death_1_ligand_1_measurement	programmed cell death 1 ligand 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002586	gcat_trait	gcat_trait_programmed_cell_death_1_ligand_2_measurement	programmed cell death 1 ligand 2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002587	gcat_trait	gcat_trait_prointerleukin16_measurement	pro‐interleukin‐16 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002588	gcat_trait	gcat_trait_properdin_measurement	properdin measurement	IMMUNOLOGICAL	measurement
PORTAL:0002589	gcat_trait	gcat_trait_psoriasis	psoriasis	IMMUNOLOGICAL	phenotype
PORTAL:0002590	gcat_trait	gcat_trait_psoriatic_arthritis	psoriatic arthritis	IMMUNOLOGICAL	phenotype
PORTAL:0002591	gcat_trait	gcat_trait_resistin_measurement	resistin measurement	IMMUNOLOGICAL	measurement
PORTAL:0002592	gcat_trait	gcat_trait_response_to_TNF_antagonist	response to TNF antagonist	IMMUNOLOGICAL	measurement
PORTAL:0002593	gcat_trait	gcat_trait_rheumatic_heart_disease	rheumatic heart disease	IMMUNOLOGICAL	disease
PORTAL:0002594	gcat_trait	gcat_trait_rheumatoid_arthritis	rheumatoid arthritis	IMMUNOLOGICAL	phenotype
PORTAL:0002595	gcat_trait	gcat_trait_rhinitis	rhinitis	IMMUNOLOGICAL	phenotype
PORTAL:0002596	gcat_trait	gcat_trait_sarcoidosis	sarcoidosis	IMMUNOLOGICAL	phenotype
PORTAL:0002597	gcat_trait	gcat_trait_scavenger_receptor_class_F_member_2_measurement	scavenger receptor class F member 2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002598	gcat_trait	gcat_trait_scavenger_receptor_cysteinerich_type_1_protein_m130_measurement	scavenger receptor cysteine-rich type 1 protein m130 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002599	gcat_trait	gcat_trait_seasonal_allergic_rhinitis	seasonal allergic rhinitis	IMMUNOLOGICAL	phenotype
PORTAL:0002600	gcat_trait	gcat_trait_selective_IgA_deficiency_disease	selective IgA deficiency disease	IMMUNOLOGICAL	disease
PORTAL:0002601	gcat_trait	gcat_trait_seropositivity_measurement	seropositivity measurement	IMMUNOLOGICAL	measurement
PORTAL:0002602	gcat_trait	gcat_trait_serum_IgA_measurement	serum IgA measurement	IMMUNOLOGICAL	measurement
PORTAL:0002603	gcat_trait	gcat_trait_serum_IgE_measurement	serum IgE measurement	IMMUNOLOGICAL	measurement
PORTAL:0002604	gcat_trait	gcat_trait_serum_IgG_glycosylation_measurement	serum IgG glycosylation measurement	IMMUNOLOGICAL	measurement
PORTAL:0002605	gcat_trait	gcat_trait_serum_IgG_measurement	serum IgG measurement	IMMUNOLOGICAL	measurement
PORTAL:0002606	gcat_trait	gcat_trait_serum_IgM_measurement	serum IgM measurement	IMMUNOLOGICAL	measurement
PORTAL:0002607	gcat_trait	gcat_trait_serum_ST2_measurement	serum ST2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002608	gcat_trait	gcat_trait_sialic_acidbinding_Iglike_lectin_10_measurement	sialic acid-binding Ig-like lectin 10 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002609	gcat_trait	gcat_trait_sialic_acidbinding_Iglike_lectin_14_measurement	sialic acid-binding Ig-like lectin 14 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002610	gcat_trait	gcat_trait_sialic_acidbinding_Iglike_lectin_6_measurement	sialic acid-binding Ig-like lectin 6 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002611	gcat_trait	gcat_trait_sialic_acidbinding_Iglike_lectin_9_measurement	sialic acid-binding Ig-like lectin 9 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002612	gcat_trait	gcat_trait_sialic_acidbinding_iglike_lectin_7_measurement	sialic acid-binding ig-like lectin 7 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002613	gcat_trait	gcat_trait_sialoadhesin_measurement	sialoadhesin measurement	IMMUNOLOGICAL	measurement
PORTAL:0002614	gcat_trait	gcat_trait_signaling_lymphocytic_activation_molecule_measurement	signaling lymphocytic activation molecule measurement	IMMUNOLOGICAL	measurement
PORTAL:0002615	gcat_trait	gcat_trait_soluble_interleukin2_receptor_subunit_alpha_measurement	soluble interleukin-2 receptor subunit alpha measurement	IMMUNOLOGICAL	measurement
PORTAL:0002616	gcat_trait	gcat_trait_soluble_triggering_receptor_expressed_on_myeloid_cells_2_measurement	soluble triggering receptor expressed on myeloid cells 2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002617	gcat_trait	gcat_trait_stromal_cellderived_factor_1_alpha_measurement	stromal cell-derived factor 1 alpha measurement	IMMUNOLOGICAL	measurement
PORTAL:0002618	gcat_trait	gcat_trait_systemic_juvenile_idiopathic_arthritis	systemic juvenile idiopathic arthritis	IMMUNOLOGICAL	phenotype
PORTAL:0002619	gcat_trait	gcat_trait_systemic_lupus_erythematosus	systemic lupus erythematosus	IMMUNOLOGICAL	phenotype
PORTAL:0002620	gcat_trait	gcat_trait_systemic_mastocytosis	systemic mastocytosis	IMMUNOLOGICAL	phenotype
PORTAL:0002621	gcat_trait	gcat_trait_systemic_scleroderma	systemic scleroderma	IMMUNOLOGICAL	phenotype
PORTAL:0002622	gcat_trait	gcat_trait_tcell_surface_glycoprotein_CD4_measurement	t-cell surface glycoprotein CD4 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002623	gcat_trait	gcat_trait_tcell_surface_glycoprotein_CD5_measurement	t-cell surface glycoprotein CD5 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002624	gcat_trait	gcat_trait_temporal_arteritis	temporal arteritis	IMMUNOLOGICAL	phenotype
PORTAL:0002625	gcat_trait	gcat_trait_tgfbeta_receptor_type2_measurement	tgf-beta receptor type-2 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002626	gcat_trait	gcat_trait_thyroid_peroxidase_antibody_measurement	thyroid peroxidase antibody measurement	IMMUNOLOGICAL	measurement
PORTAL:0002627	gcat_trait	gcat_trait_tlymphocyte_activation_antigen_CD80_measurement	t-lymphocyte activation antigen CD80 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002628	gcat_trait	gcat_trait_tlymphocyte_activation_antigen_CD86_measurement	t-lymphocyte activation antigen CD86 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002629	gcat_trait	gcat_trait_tolllike_receptor_1_measurement	toll-like receptor 1 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002630	gcat_trait	gcat_trait_tolllike_receptor_4Lymphocyte_antigen_96_complex_measurement	toll-like receptor 4:Lymphocyte antigen 96 complex measurement	IMMUNOLOGICAL	measurement
PORTAL:0002631	gcat_trait	gcat_trait_transforming_growth_factor_beta_measurement	transforming growth factor beta measurement	IMMUNOLOGICAL	measurement
PORTAL:0002632	gcat_trait	gcat_trait_transforming_growth_factor_beta_receptor_type_3_measurement	transforming growth factor beta receptor type 3 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002633	gcat_trait	gcat_trait_tumor_necrosis_factor_beta_measurement	tumor necrosis factor beta measurement	IMMUNOLOGICAL	measurement
PORTAL:0002634	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_10_measurement	tumor necrosis factor ligand superfamily member 10 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002635	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_11_measurement	tumor necrosis factor ligand superfamily member 11 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002636	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_12_measurement	tumor necrosis factor ligand superfamily member 12 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002637	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_13B_measurement	tumor necrosis factor ligand superfamily member 13B measurement	IMMUNOLOGICAL	measurement
PORTAL:0002638	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_14_measurement	tumor necrosis factor ligand superfamily member 14 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002639	gcat_trait	gcat_trait_tumor_necrosis_factor_ligand_superfamily_member_8_measurement	tumor necrosis factor ligand superfamily member 8 measurement	IMMUNOLOGICAL	measurement
PORTAL:0002640	gcat_trait	gcat_trait_tumor_necrosis_factor_measurement	tumor necrosis factor measurement	IMMUNOLOGICAL	measurement
PORTAL:0002641	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_10A_measurement	tumor necrosis factor receptor superfamily member 10A measurement	IMMUNOLOGICAL	measurement
PORTAL:0002642	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_11A_measurement	tumor necrosis factor receptor superfamily member 11A measurement	IMMUNOLOGICAL	measurement
PORTAL:0002643	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_11B_measurement	tumor necrosis factor receptor superfamily member 11B measurement	IMMUNOLOGICAL	measurement
PORTAL:0002644	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_12A_measurement	tumor necrosis factor receptor superfamily member 12A measurement	IMMUNOLOGICAL	measurement
PORTAL:0002645	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_13B_measurement	tumor necrosis factor receptor superfamily member 13B measurement	IMMUNOLOGICAL	measurement
PORTAL:0002646	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_13C_measurement	tumor necrosis factor receptor superfamily member 13C measurement	IMMUNOLOGICAL	measurement
PORTAL:0002647	gcat_trait	gcat_trait_tumor_necrosis_factor_receptor_superfamily_member_14_measurement	tumor necrosis factor receptor superfamily member 14 measurement	IMMUNOLOGICAL	measurement
