portal_id	gwas_source_category	legacy_trait_group	trait_group	phenotype	phenotype_name	description	trait_type	is_dichotomous	is_complex	mapping_count	target_id	target_label	target_ontology	mapping_predicate	confidence	mapping_justification	source
PORTAL:0000008	portal	AGING_AND_LONGEVITY	aging	CHIP_PPM1D	Clonal haematopoiesis of indeterminate potential (PPM1D mutation)	Clonal haematopoiesis of indeterminate potential (PPM1D mutation)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000009	portal	AGING_AND_LONGEVITY	aging	CHIP_SF3B1	Clonal haematopoiesis of indeterminate potential (SF3B1 mutation)	Clonal haematopoiesis of indeterminate potential (SF3B1 mutation)	phenotype	1	false	2	MESH:D000082182		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000009	portal	AGING_AND_LONGEVITY	aging	CHIP_SF3B1	Clonal haematopoiesis of indeterminate potential (SF3B1 mutation)	Clonal haematopoiesis of indeterminate potential (SF3B1 mutation)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000010	portal	AGING_AND_LONGEVITY	aging	CHIP_SRSF2	Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)	Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)	phenotype	1	false	2	MESH:D000082182		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000010	portal	AGING_AND_LONGEVITY	aging	CHIP_SRSF2	Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)	Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000011	portal	AGING_AND_LONGEVITY	aging	CHIP_TET2	Clonal haematopoiesis of indeterminate potential (TET2 mutation)	Clonal haematopoiesis of indeterminate potential (TET2 mutation)	phenotype	1	false	2	MESH:D000082182		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000011	portal	AGING_AND_LONGEVITY	aging	CHIP_TET2	Clonal haematopoiesis of indeterminate potential (TET2 mutation)	Clonal haematopoiesis of indeterminate potential (TET2 mutation)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000012	portal	AGING_AND_LONGEVITY	aging	CHIP_TP53	Clonal haematopoiesis of indeterminate potential (TP53 mutation)	Clonal haematopoiesis of indeterminate potential (TP53 mutation)	phenotype	1	false	2	MESH:D000082182		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000012	portal	AGING_AND_LONGEVITY	aging	CHIP_TP53	Clonal haematopoiesis of indeterminate potential (TP53 mutation)	Clonal haematopoiesis of indeterminate potential (TP53 mutation)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000013	portal	AGING_AND_LONGEVITY	aging	CHIPwithoutmCA	Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration)	Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration)	phenotype	1	false	2	MESH:D000082182		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000013	portal	AGING_AND_LONGEVITY	aging	CHIPwithoutmCA	Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration)	Clonal haematopoiesis of indeterminate potential (without mosaic chromosomal alteration)	phenotype	1	false	2	EFO:0010819		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000014	portal	AGING_AND_LONGEVITY	aging	DNAme_PAI1	DNA methylation-estimated plasminogen activator inhibitor-1 levels	DNA methylation-estimated plasminogen activator inhibitor-1 levels	phenotype	0	false	1	EFO:0004792		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000015	portal	AGING_AND_LONGEVITY	aging	EAA_Grim	DNA methylation GrimAge acceleration	DNA methylation GrimAge acceleration	phenotype	0	true	2	MESH:D019175		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000015	portal	AGING_AND_LONGEVITY	aging	EAA_Grim	DNA methylation GrimAge acceleration	DNA methylation GrimAge acceleration	phenotype	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000016	portal	AGING_AND_LONGEVITY	aging	EAA_Hannum	DNA methylation Hannum age acceleration	DNA methylation Hannum age acceleration	phenotype	0	true	2	MESH:D019175		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000016	portal	AGING_AND_LONGEVITY	aging	EAA_Hannum	DNA methylation Hannum age acceleration	DNA methylation Hannum age acceleration	phenotype	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000017	portal	AGING_AND_LONGEVITY	aging	EAA_Intrinsic	Intrinsic epigenetic age acceleration	Intrinsic epigenetic age acceleration	phenotype	0	true	2	MESH:D000375		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000017	portal	AGING_AND_LONGEVITY	aging	EAA_Intrinsic	Intrinsic epigenetic age acceleration	Intrinsic epigenetic age acceleration	phenotype	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000018	portal	AGING_AND_LONGEVITY	aging	EAA_Pheno	DNA methylation PhenoAge acceleration	DNA methylation PhenoAge acceleration	phenotype	0	true	2	MESH:D019175		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000018	portal	AGING_AND_LONGEVITY	aging	EAA_Pheno	DNA methylation PhenoAge acceleration	DNA methylation PhenoAge acceleration	phenotype	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000019	portal	AGING_AND_LONGEVITY	aging	ExtremeLongevity_90thPerc	Longevity (age >90th survival percentile)	Longevity (age >90th survival percentile)	phenotype	1	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000019	portal	AGING_AND_LONGEVITY	aging	ExtremeLongevity_90thPerc	Longevity (age >90th survival percentile)	Longevity (age >90th survival percentile)	phenotype	1	false	2	EFO:0004300	obsolete_longevity	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000020	portal	AGING_AND_LONGEVITY	aging	ExtremeLongevity_99thPerc	Longevity (age >99th survival percentile)	Longevity (age >99th survival percentile)	phenotype	1	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000020	portal	AGING_AND_LONGEVITY	aging	ExtremeLongevity_99thPerc	Longevity (age >99th survival percentile)	Longevity (age >99th survival percentile)	phenotype	1	false	2	EFO:0004300	obsolete_longevity	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000021	portal	AGING_AND_LONGEVITY	aging	FrailtyIndex	Frailty index	Frailty index	phenotype	0	false	2	MESH:D000073496		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000021	portal	AGING_AND_LONGEVITY	aging	FrailtyIndex	Frailty index	Frailty index	phenotype	0	false	2	EFO:0009885		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000022	portal	AGING_AND_LONGEVITY	aging	FriedFrailtyScore	Fried frailty score	Fried frailty score	phenotype	0	false	2	MESH:D000073496		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000022	portal	AGING_AND_LONGEVITY	aging	FriedFrailtyScore	Fried frailty score	Fried frailty score	phenotype	0	false	2	EFO:0009885		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000023	portal	AGING_AND_LONGEVITY	aging	Healthspan	Healthspan	Healthspan	phenotype	0	false	2	MESH:D006304		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000023	portal	AGING_AND_LONGEVITY	aging	Healthspan	Healthspan	Healthspan	phenotype	0	false	2	EFO:0009762		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000024	portal	AGING_AND_LONGEVITY	aging	LTL	Leukocyte telomere length	Leukocyte telomere length	phenotype	0	false	3	MESH:D016615		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000024	portal	AGING_AND_LONGEVITY	aging	LTL	Leukocyte telomere length	Leukocyte telomere length	phenotype	0	false	3	MESH:D059506		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000024	portal	AGING_AND_LONGEVITY	aging	LTL	Leukocyte telomere length	Leukocyte telomere length	phenotype	0	false	3	EFO:0004505		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000025	portal	AGING_AND_LONGEVITY	aging	MaternalLongevity_AtDeath	Parental longevity (mother's age at death)	Parental longevity (mother's age at death)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000025	portal	AGING_AND_LONGEVITY	aging	MaternalLongevity_AtDeath	Parental longevity (mother's age at death)	Parental longevity (mother's age at death)	phenotype	0	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000026	portal	AGING_AND_LONGEVITY	aging	MaternalLongevity_Attained	Parental longevity (mother's attained age)	Parental longevity (mother's attained age)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000026	portal	AGING_AND_LONGEVITY	aging	MaternalLongevity_Attained	Parental longevity (mother's attained age)	Parental longevity (mother's attained age)	phenotype	0	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000027	portal	AGING_AND_LONGEVITY	aging	ParentalExtremeLongevity_10pct	Parental longevity (both parents in top 10%)	Parental longevity (both parents in top 10%)	phenotype	1	true	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000027	portal	AGING_AND_LONGEVITY	aging	ParentalExtremeLongevity_10pct	Parental longevity (both parents in top 10%)	Parental longevity (both parents in top 10%)	phenotype	1	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000028	portal	AGING_AND_LONGEVITY	aging	ParentalExtremeLongevity_95yrs	Parental extreme longevity (95 years and older)	Parental extreme longevity (95 years and older)	subgroup	1	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000028	portal	AGING_AND_LONGEVITY	aging	ParentalExtremeLongevity_95yrs	Parental extreme longevity (95 years and older)	Parental extreme longevity (95 years and older)	subgroup	1	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000029	portal	AGING_AND_LONGEVITY	aging	ParentalLifespan	Parental lifespan	Parental lifespan	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000029	portal	AGING_AND_LONGEVITY	aging	ParentalLifespan	Parental lifespan	Parental lifespan	phenotype	0	false	2	EFO:0007796		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000030	portal	AGING_AND_LONGEVITY	aging	ParentalLongevity_AtDeath	Parental longevity (combined parental age at death)	Parental longevity (combined parental age at death)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000030	portal	AGING_AND_LONGEVITY	aging	ParentalLongevity_AtDeath	Parental longevity (combined parental age at death)	Parental longevity (combined parental age at death)	phenotype	0	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000031	portal	AGING_AND_LONGEVITY	aging	ParentalLongevity_Attained	Parental longevity (combined parental attained age, Martingale residuals)	Parental longevity (combined parental attained age, Martingale residuals)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000031	portal	AGING_AND_LONGEVITY	aging	ParentalLongevity_Attained	Parental longevity (combined parental attained age, Martingale residuals)	Parental longevity (combined parental attained age, Martingale residuals)	phenotype	0	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000032	portal	AGING_AND_LONGEVITY	aging	PaternalLongevity_AtDeath	Parental longevity (father's age at death)	Parental longevity (father's age at death)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000032	portal	AGING_AND_LONGEVITY	aging	PaternalLongevity_AtDeath	Parental longevity (father's age at death)	Parental longevity (father's age at death)	phenotype	0	false	2	EFO:0007796		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000033	portal	AGING_AND_LONGEVITY	aging	PaternalLongevity_Attained	Parental longevity (father's attained age)	Parental longevity (father's attained age)	phenotype	0	false	2	MESH:D008136		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000033	portal	AGING_AND_LONGEVITY	aging	PaternalLongevity_Attained	Parental longevity (father's attained age)	Parental longevity (father's attained age)	phenotype	0	false	2	EFO:0009712		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000034	portal	AGING_AND_LONGEVITY	aging	PerceivedAge	Perceived age	Perceived age	phenotype	0	false	1	EFO:0008006		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000035	portal	AGING_AND_LONGEVITY	aging	SRH	Self-rated health	Self-rated health	phenotype	0	false	2	MESH:D059026		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000035	portal	AGING_AND_LONGEVITY	aging	SRH	Self-rated health	Self-rated health	phenotype	0	false	2	EFO:0004778		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000036	portal	AGING_AND_LONGEVITY	aging	TL	Telomere length	Telomere length	phenotype	0	false	1	EFO:0004505		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000037	portal	AGING_AND_LONGEVITY	aging	mCAA	Mosaic chromosomal alteration of the autosomes	Mosaic chromosomal alteration of the autosomes	phenotype	1	false	1	EFO:0000336		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000038	portal	AGING_AND_LONGEVITY	aging	mCAX	Mosaic chromosomal alteration of the X chromosome	Mosaic chromosomal alteration of the X chromosome	phenotype	1	false	1	EFO:0000336		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000039	portal	AGING_AND_LONGEVITY	aging	mCAY	Mosaic chromosomal alteration of the Y chromosome	Mosaic chromosomal alteration of the Y chromosome	phenotype	1	false	1	EFO:0000336		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000040	portal	AGING_AND_LONGEVITY	aging	mvAging	Multi-variate aging	Multi-variate aging	phenotype	0	false	2	MESH:D000375		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000040	portal	AGING_AND_LONGEVITY	aging	mvAging	Multi-variate aging	Multi-variate aging	phenotype	0	false	2	EFO:0022597		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000041	portal	ANTHROPOMETRIC	anthropometric	AFR	Arm fat ratio	Arm fat ratio	phenotype	0	false	2	MESH:D050218		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000041	portal	ANTHROPOMETRIC	anthropometric	AFR	Arm fat ratio	Arm fat ratio	phenotype	0	false	2	EFO:0004341	body fat distribution	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000042	portal	ANTHROPOMETRIC	anthropometric	ASAT	Abdominal subcutaneous adipose tissue volume	Abdominal subcutaneous adipose tissue volume	phenotype	0	false	2	MESH:D050507		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000042	portal	ANTHROPOMETRIC	anthropometric	ASAT	Abdominal subcutaneous adipose tissue volume	Abdominal subcutaneous adipose tissue volume	phenotype	0	false	2	EFO:0803316		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000043	portal	ANTHROPOMETRIC	anthropometric	ASATadjBMIHeight	ASAT adjusted for BMI and height	ASAT adjusted for BMI and height	adjusted	0	true	2	MESH:D050507		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000043	portal	ANTHROPOMETRIC	anthropometric	ASATadjBMIHeight	ASAT adjusted for BMI and height	ASAT adjusted for BMI and height	adjusted	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000044	portal	ANTHROPOMETRIC	anthropometric	ASATtoGFAT	ASAT to GFAT ratio	ASAT to GFAT ratio	phenotype	0	false	3	MESH:D050507		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000044	portal	ANTHROPOMETRIC	anthropometric	ASATtoGFAT	ASAT to GFAT ratio	ASAT to GFAT ratio	phenotype	0	false	3	MESH:D000273		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000044	portal	ANTHROPOMETRIC	anthropometric	ASATtoGFAT	ASAT to GFAT ratio	ASAT to GFAT ratio	phenotype	0	false	3	EFO:0803320		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000045	portal	ANTHROPOMETRIC	anthropometric	AbFR	Abdominal fat ratio	Abdominal fat ratio	phenotype	0	false	2	MESH:D050153		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000045	portal	ANTHROPOMETRIC	anthropometric	AbFR	Abdominal fat ratio	Abdominal fat ratio	phenotype	0	false	2	EFO:0020098		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000046	portal	ANTHROPOMETRIC	anthropometric	BFP	Body fat percentage	Body fat percentage	phenotype	0	false	2	MESH:D000273		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000046	portal	ANTHROPOMETRIC	anthropometric	BFP	Body fat percentage	Body fat percentage	phenotype	0	false	2	EFO:0007800		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000047	portal	ANTHROPOMETRIC	anthropometric	BMI	Body mass index (BMI)	Body mass index (BMI)	phenotype	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000047	portal	ANTHROPOMETRIC	anthropometric	BMI	Body mass index (BMI)	Body mass index (BMI)	phenotype	0	false	2	EFO:0004340	body mass index	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000048	portal	ANTHROPOMETRIC	anthropometric	BMI1_5yrs	Body mass index (BMI) at 1.5 years	Body mass index (BMI) at 1.5 years	subgroup	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000048	portal	ANTHROPOMETRIC	anthropometric	BMI1_5yrs	Body mass index (BMI) at 1.5 years	Body mass index (BMI) at 1.5 years	subgroup	0	false	2	EFO:0004340	body mass index	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000049	portal	ANTHROPOMETRIC	anthropometric	BMI1yr	Body mass index (BMI) at 1 year	Body mass index (BMI) at 1 year	subgroup	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000049	portal	ANTHROPOMETRIC	anthropometric	BMI1yr	Body mass index (BMI) at 1 year	Body mass index (BMI) at 1 year	subgroup	0	false	2	EFO:0004340	body mass index	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000050	portal	ANTHROPOMETRIC	anthropometric	BMI2yrs	Body mass index (BMI) at 2 years	Body mass index (BMI) at 2 years	subgroup	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000050	portal	ANTHROPOMETRIC	anthropometric	BMI2yrs	Body mass index (BMI) at 2 years	Body mass index (BMI) at 2 years	subgroup	0	false	2	EFO:0004340	body mass index	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000051	portal	ANTHROPOMETRIC	anthropometric	BMI3mons	Body mass index (BMI) at 3 months	Body mass index (BMI) at 3 months	subgroup	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000051	portal	ANTHROPOMETRIC	anthropometric	BMI3mons	Body mass index (BMI) at 3 months	Body mass index (BMI) at 3 months	subgroup	0	false	2	EFO:0004340	body mass index	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000052	portal	ANTHROPOMETRIC	anthropometric	BMI3yrs	Body mass index (BMI) at 3 years	Body mass index (BMI) at 3 years	subgroup	0	false	2	MESH:D015992		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
