portal_id	gwas_source_category	legacy_trait_group	trait_group	phenotype	phenotype_name	description	trait_type	is_dichotomous	is_complex	mapping_count	target_id	target_label	target_ontology	mapping_predicate	confidence	mapping_justification	source
PORTAL:0000427	portal	HEMATOLOGICAL	hematological	HbConc	Hemoglobin concentration	Hemoglobin concentration	phenotype	0	false	3	MESH:D006454		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000427	portal	HEMATOLOGICAL	hematological	HbConc	Hemoglobin concentration	Hemoglobin concentration	phenotype	0	false	3	MESH:D004909		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000427	portal	HEMATOLOGICAL	hematological	HbConc	Hemoglobin concentration	Hemoglobin concentration	phenotype	0	false	3	EFO:0004509		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000428	portal	HEMATOLOGICAL	hematological	Hematocrit	Hematocrit	Hematocrit	phenotype	0	false	2	MESH:D006400		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000428	portal	HEMATOLOGICAL	hematological	Hematocrit	Hematocrit	Hematocrit	phenotype	0	false	2	EFO:0004348	hematocrit	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000429	portal	HEMATOLOGICAL	hematological	HighScatReticuloCount	Highlight scatter reticulocyte count	Highlight scatter reticulocyte count	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000429	portal	HEMATOLOGICAL	hematological	HighScatReticuloCount	Highlight scatter reticulocyte count	Highlight scatter reticulocyte count	phenotype	0	false	2	EFO:0007986		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000430	portal	HEMATOLOGICAL	hematological	HighScatReticuloPerc	Highlight scatter reticulocyte percentage	Highlight scatter reticulocyte percentage	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000430	portal	HEMATOLOGICAL	hematological	HighScatReticuloPerc	Highlight scatter reticulocyte percentage	Highlight scatter reticulocyte percentage	phenotype	0	false	2	EFO:0010700		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000431	portal	HEMATOLOGICAL	hematological	HmPerc	Hematocrit percentage	Hematocrit percentage	phenotype	0	false	2	MESH:D006400		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000431	portal	HEMATOLOGICAL	hematological	HmPerc	Hematocrit percentage	Hematocrit percentage	phenotype	0	false	2	EFO:0004348	hematocrit	EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000432	portal	HEMATOLOGICAL	hematological	ImReticuloFrac	Immature reticulocyte fraction	Immature reticulocyte fraction	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000432	portal	HEMATOLOGICAL	hematological	ImReticuloFrac	Immature reticulocyte fraction	Immature reticulocyte fraction	phenotype	0	false	2	EFO:0009253		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000433	portal	HEMATOLOGICAL	hematological	LymphoCount	Lymphocyte count	Lymphocyte count	phenotype	0	false	2	MESH:D018655		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000433	portal	HEMATOLOGICAL	hematological	LymphoCount	Lymphocyte count	Lymphocyte count	phenotype	0	false	2	EFO:0004587	lymphocyte count	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000434	portal	HEMATOLOGICAL	hematological	LymphoPerc	Lymphocyte percentage	Lymphocyte percentage	phenotype	0	false	3	MESH:D018655		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000434	portal	HEMATOLOGICAL	hematological	LymphoPerc	Lymphocyte percentage	Lymphocyte percentage	phenotype	0	false	3	EFO:0007993	lymphocyte percentage of leukocytes	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000434	portal	HEMATOLOGICAL	hematological	LymphoPerc	Lymphocyte percentage	Lymphocyte percentage	phenotype	0	false	3	CMO:0000371		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0007993
PORTAL:0000435	portal	HEMATOLOGICAL	hematological	MeanCorpHb	Mean corpuscular hemoglobin	Mean corpuscular hemoglobin	phenotype	0	false	1	EFO:0004527		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000436	portal	HEMATOLOGICAL	hematological	MeanCorpHbConc	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	phenotype	0	false	1	EFO:0004528		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000437	portal	HEMATOLOGICAL	hematological	MeanCorpVol	Mean corpuscular volume	Mean corpuscular volume	phenotype	0	false	1	EFO:0004526		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000438	portal	HEMATOLOGICAL	hematological	MeanReticuloVol	Mean reticulocyte volume	Mean reticulocyte volume	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000438	portal	HEMATOLOGICAL	hematological	MeanReticuloVol	Mean reticulocyte volume	Mean reticulocyte volume	phenotype	0	false	2	EFO:0010701		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000439	portal	HEMATOLOGICAL	hematological	MeanSpheredVol	Mean sphered cell volume	Mean sphered cell volume	phenotype	0	false	1	EFO:0004503	hematological measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000440	portal	HEMATOLOGICAL	hematological	MonoCount	Monocyte count	Monocyte count	phenotype	0	false	1	EFO:0005091		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000441	portal	HEMATOLOGICAL	hematological	MonoPerc	Monocyte percentage	Monocyte percentage	phenotype	0	false	3	MESH:D009000		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000441	portal	HEMATOLOGICAL	hematological	MonoPerc	Monocyte percentage	Monocyte percentage	phenotype	0	false	3	EFO:0007989	monocyte percentage of leukocytes	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000441	portal	HEMATOLOGICAL	hematological	MonoPerc	Monocyte percentage	Monocyte percentage	phenotype	0	false	3	CMO:0000374		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0007989
PORTAL:0000442	portal	HEMATOLOGICAL	hematological	NeutCount	Neutrophil count	Neutrophil count	phenotype	0	false	2	EFO:0004833	neutrophil count	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000442	portal	HEMATOLOGICAL	hematological	NeutCount	Neutrophil count	Neutrophil count	phenotype	0	false	2	CMO:0000030		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0004833
PORTAL:0000443	portal	HEMATOLOGICAL	hematological	NeutroPerc	Neutrophil percentage	Neutrophil percentage	phenotype	0	false	3	MESH:D009504		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000443	portal	HEMATOLOGICAL	hematological	NeutroPerc	Neutrophil percentage	Neutrophil percentage	phenotype	0	false	3	EFO:0007990	neutrophil percentage of leukocytes	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000443	portal	HEMATOLOGICAL	hematological	NeutroPerc	Neutrophil percentage	Neutrophil percentage	phenotype	0	false	3	CMO:0000370		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0007990
PORTAL:0000444	portal	HEMATOLOGICAL	hematological	NucleatedRedCount	Nucleated red blood cell count	Nucleated red blood cell count	phenotype	0	false	2	MESH:D004906		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000444	portal	HEMATOLOGICAL	hematological	NucleatedRedCount	Nucleated red blood cell count	Nucleated red blood cell count	phenotype	0	false	2	EFO:0004503	hematological measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000445	portal	HEMATOLOGICAL	hematological	NucleatedRedPerc	Nucleated red blood cell percentage	Nucleated red blood cell percentage	phenotype	0	false	2	MESH:D004906		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000445	portal	HEMATOLOGICAL	hematological	NucleatedRedPerc	Nucleated red blood cell percentage	Nucleated red blood cell percentage	phenotype	0	false	2	EFO:0004503	hematological measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000446	portal	HEMATOLOGICAL	hematological	PlatCount	Platelet count	Platelet count	phenotype	0	false	2	MESH:D010976		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000446	portal	HEMATOLOGICAL	hematological	PlatCount	Platelet count	Platelet count	phenotype	0	false	2	EFO:0004309	platelet count	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000447	portal	HEMATOLOGICAL	hematological	PlatCrit	Plateletcrit (PCT)	Plateletcrit (PCT)	phenotype	0	false	2	EFO:0007985	platelet crit	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000447	portal	HEMATOLOGICAL	hematological	PlatCrit	Plateletcrit (PCT)	Plateletcrit (PCT)	phenotype	0	false	2	CMO:0001349		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0007985
PORTAL:0000448	portal	HEMATOLOGICAL	hematological	PlatDistWidth	Platelet distribution width	Platelet distribution width	phenotype	0	false	3	MESH:D010976		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000448	portal	HEMATOLOGICAL	hematological	PlatDistWidth	Platelet distribution width	Platelet distribution width	phenotype	0	false	3	EFO:0007984	platelet component distribution width	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000448	portal	HEMATOLOGICAL	hematological	PlatDistWidth	Platelet distribution width	Platelet distribution width	phenotype	0	false	3	CMO:0001350		CMO	skos:exactMatch	0.8	cross_reference	xref via EFO:0007984
PORTAL:0000449	portal	HEMATOLOGICAL	hematological	PlatVol	Mean platelet volume	Mean platelet volume	phenotype	0	false	2	MESH:D063847		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000449	portal	HEMATOLOGICAL	hematological	PlatVol	Mean platelet volume	Mean platelet volume	phenotype	0	false	2	EFO:0004584	obsolete_mean platelet volume	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000450	portal	HEMATOLOGICAL	hematological	RBCDistWidth	Red blood cell distribution width	Red blood cell distribution width	phenotype	0	false	1	EFO:0009188		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000451	portal	HEMATOLOGICAL	hematological	RedCount	Red blood cell count	Red blood cell count	phenotype	0	false	2	MESH:D004906		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000451	portal	HEMATOLOGICAL	hematological	RedCount	Red blood cell count	Red blood cell count	phenotype	0	false	2	EFO:0004305	erythrocyte count	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000452	portal	HEMATOLOGICAL	hematological	ReticuloCount	Reticulocyte count	Reticulocyte count	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000452	portal	HEMATOLOGICAL	hematological	ReticuloCount	Reticulocyte count	Reticulocyte count	phenotype	0	false	2	EFO:0007986		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000453	portal	HEMATOLOGICAL	hematological	ReticuloPerc	Reticulocyte percentage	Reticulocyte percentage	phenotype	0	false	2	MESH:D017701		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000453	portal	HEMATOLOGICAL	hematological	ReticuloPerc	Reticulocyte percentage	Reticulocyte percentage	phenotype	0	false	2	EFO:0010700		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000454	portal	HEMATOLOGICAL	hematological	TotalProtein	Total plasma protein	Total plasma protein	phenotype	0	false	2	MESH:D001798		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000454	portal	HEMATOLOGICAL	hematological	TotalProtein	Total plasma protein	Total plasma protein	phenotype	0	false	2	EFO:0004536		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000455	portal	HEMATOLOGICAL	hematological	WBC	White blood cell count	White blood cell count	phenotype	0	false	2	MESH:D007958		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000455	portal	HEMATOLOGICAL	hematological	WBC	White blood cell count	White blood cell count	phenotype	0	false	2	EFO:0004308	obsolete_leukocyte count;The number of WHITE BLOOD CELLS per unit volume in venous BLOOD. A differential leukocyte count measures the relative numbers of the different types of white cells.	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000456	portal	HEPATIC	hepatic	ALP	Alkaline phosphatase (ALP)	Alkaline phosphatase (ALP)	phenotype	0	false	2	MESH:D000469		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000456	portal	HEPATIC	hepatic	ALP	Alkaline phosphatase (ALP)	Alkaline phosphatase (ALP)	phenotype	0	false	2	EFO:0004533		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000457	portal	HEPATIC	hepatic	ALT	Alanine transaminase (ALT)	Alanine transaminase (ALT)	phenotype	0	false	2	MESH:D000410		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000457	portal	HEPATIC	hepatic	ALT	Alanine transaminase (ALT)	Alanine transaminase (ALT)	phenotype	0	false	2	EFO:0004735		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000458	portal	HEPATIC	hepatic	AST	Aspartate aminotransferase (AST)	Aspartate aminotransferase (AST)	phenotype	0	false	2	MESH:D001219		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000458	portal	HEPATIC	hepatic	AST	Aspartate aminotransferase (AST)	Aspartate aminotransferase (AST)	phenotype	0	false	2	EFO:0004736		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000459	portal	HEPATIC	hepatic	AST_ALT_ratio	AST-ALT ratio	AST-ALT ratio	phenotype	0	false	1	EFO:0010934		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000460	portal	HEPATIC	hepatic	Alb	Serum albumin	Serum albumin	phenotype	0	false	3	MESH:D000075462		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000460	portal	HEPATIC	hepatic	Alb	Serum albumin	Serum albumin	phenotype	0	false	3	MESH:D012709		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000460	portal	HEPATIC	hepatic	Alb	Serum albumin	Serum albumin	phenotype	0	false	3	EFO:0004535		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000461	portal	HEPATIC	hepatic	BILIRUBIN	Total bilirubin	Total bilirubin	phenotype	0	false	2	MESH:D001663		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000461	portal	HEPATIC	hepatic	BILIRUBIN	Total bilirubin	Total bilirubin	phenotype	0	false	2	EFO:0004570		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000462	portal	HEPATIC	hepatic	Cirrhosis	Cirrhosis	Cirrhosis	phenotype	1	false	3	MESH:D008103		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000462	portal	HEPATIC	hepatic	Cirrhosis	Cirrhosis	Cirrhosis	phenotype	1	false	3	HP:0001394		HP	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000462	portal	HEPATIC	hepatic	Cirrhosis	Cirrhosis	Cirrhosis	phenotype	1	false	3	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000463	portal	HEPATIC	hepatic	DirectBilirubin	Direct bilirubin	Direct bilirubin	phenotype	0	false	2	MESH:D001663		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000463	portal	HEPATIC	hepatic	DirectBilirubin	Direct bilirubin	Direct bilirubin	phenotype	0	false	2	EFO:0004570		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000464	portal	HEPATIC	hepatic	GGT	Gamma-glutamyl transferase (GGT)	Gamma-glutamyl transferase (GGT)	phenotype	0	false	2	MESH:D005723		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000464	portal	HEPATIC	hepatic	GGT	Gamma-glutamyl transferase (GGT)	Gamma-glutamyl transferase (GGT)	phenotype	0	false	2	EFO:0004532		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000465	portal	HEPATIC	hepatic	LPDFF	Liver proton density fat fraction	Liver proton density fat fraction	phenotype	0	false	1	EFO:0010821		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000466	portal	HEPATIC	hepatic	LiverAge	Liver age	Liver age	phenotype	0	false	1	EFO:0022597		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000467	portal	HEPATIC	hepatic	LiverFat	Liver fat content	Liver fat content	phenotype	0	false	1	EFO:0010821		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000468	portal	HEPATIC	hepatic	LiverIron	Liver iron content	Liver iron content	phenotype	0	false	2	MESH:D007501		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000468	portal	HEPATIC	hepatic	LiverIron	Liver iron content	Liver iron content	phenotype	0	false	2	EFO:0010056		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000469	portal	HEPATIC	hepatic	Liver_volume	Liver volume	Liver volume	phenotype	0	false	1	EFO:0600048		EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	MESH:D065626		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	EFO:0003095	non-alcoholic fatty liver disease	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	DOID:0080208		DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:0003095
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	DOID:0080546		DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:0003095
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	MONDO:0013209		MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0003095
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	OMIM:613282		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0003095
PORTAL:0000470	portal	HEPATIC	hepatic	NAFLD	NAFLD	NAFLD	phenotype	1	false	7	ORPHANET:33271		ORPHANET	skos:exactMatch	0.8	cross_reference	xref via EFO:0003095
PORTAL:0000471	portal	HEPATIC	hepatic	NAFLDfibrosis	Liver fibrosis score in NAFLD	Liver fibrosis score in NAFLD	phenotype	0	true	2	MESH:D065626		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000471	portal	HEPATIC	hepatic	NAFLDfibrosis	Liver fibrosis score in NAFLD	Liver fibrosis score in NAFLD	phenotype	0	true	2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000472	portal	HEPATIC	hepatic	NAFLDscore	NAFLD Activity Score (NAS)	NAFLD Activity Score (NAS)	phenotype	0	false	1	EFO:0008421		EFO	skos:broadMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	MESH:D008105		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	EFO:1001486	primary biliary cirrhosis	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	DOID:12236		DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:1001486
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	MONDO:0005388		MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:1001486
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	ORPHANET:186	Primary biliary cholangitis	ORPHANET	skos:exactMatch	0.8	cross_reference	xref via EFO:1001486
PORTAL:0000473	portal	HEPATIC	hepatic	PBC	Primary biliary cholangitis	Primary biliary cholangitis	phenotype	1	false	6	ICD10CM:K74.3	Primary biliary cirrhosis	ICD10CM	oboInOwl:hasDbXref	0.8	cross_reference	MONDO SSSOM via MONDO:0005388
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	MESH:D015209		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	EFO:0004268	sclerosing cholangitis	EFO	skos:exactMatch	0.85	inherited	amp-traits-mapping-portal-phenotypes_06262024.csv
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	DOID:14268		DOID	skos:exactMatch	0.8	cross_reference	xref via EFO:0004268
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	HP:0030991		HP	skos:exactMatch	0.8	cross_reference	xref via EFO:0004268
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	MONDO:0018646		MONDO	skos:exactMatch	0.8	cross_reference	xref via EFO:0004268
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	OMIM:617394		OMIM	skos:exactMatch	0.8	cross_reference	xref via EFO:0004268
PORTAL:0000474	portal	HEPATIC	hepatic	PSC	Primary sclerosing cholangitis	Primary sclerosing cholangitis	phenotype	1	false	7	ORPHANET:447771	Sclerosing cholangitis	ORPHANET	skos:exactMatch	0.8	cross_reference	xref via EFO:0004268
PORTAL:0000475	portal	HEPATIC	hepatic	liverT1time	Liver T1 time	Liver T1 time	phenotype	0	false	1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000476	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_allcause_death	All Cause Death (HERMES)		phenotype			2	MESH:D003643		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000476	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_allcause_death	All Cause Death (HERMES)		phenotype			2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000477	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_allcause_death_adj	All Cause Death Adj. (HERMES)		adjusted			2	MESH:D003643		MESH	skos:exactMatch	0.85	inherited	portal_to_mesh_curated_collected.tsv
PORTAL:0000477	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_allcause_death_adj	All Cause Death Adj. (HERMES)		adjusted			2	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000478	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_composite_1	Composite 1 (HERMES)		phenotype			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000479	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_composite_1_adj	Composite 1 Adj. (HERMES)		adjusted			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000480	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_composite_2	Composite 2 (HERMES)		phenotype			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000481	portal	HERMES_PHENOTYPES	cardiovascular	HERMES_composite_2_adj	Composite 2 Adj. (HERMES)		adjusted			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000482	portal	IGVF_LIPIDS	lipids	IGVF_CHOL	Total cholesterol (IGVF)		phenotype			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000483	portal	IGVF_LIPIDS	lipids	IGVF_HDL	HDL cholesterol (IGVF)		phenotype			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
PORTAL:0000484	portal	IGVF_LIPIDS	lipids	IGVF_LDL	LDL cholesterol (IGVF)		phenotype			1	EFO:0001444	measurement	EFO	skos:broadMatch	0.7	manual_curation	broad EFO parent assignment by display_group
